date,level,1day,7day,1month
2007-07-19,-211.615,1.725,1.655,1.425
2007-07-18,-211.61,1.715,1.645,1.415
2007-07-17,-211.6,1.7,1.635,1.405
2007-07-16,-211.585,1.69,1.625,1.405
2007-07-15,-211.575,1.69,1.615,1.375
2007-07-12,-211.54,1.645,1.575,1.355
2007-07-11,-211.53,1.635,1.565,1.355
2007-07-10,-211.52,1.625,1.555,1.345
2007-07-09,-211.51,1.615,1.545,1.345
2007-07-08,-211.5,1.615,1.535,1.315
2007-07-05,-211.46,1.565,1.495,1.305
2007-07-04,-211.45,1.555,1.495,1.295
2007-07-03,-211.44,1.545,1.475,1.295
2007-07-02,-211.43,1.535,1.475,1.295
2007-07-01,-211.42,1.535,1.455,1.285
2007-06-28,-211.38,1.495,1.435,1.265
2007-06-26,-211.36,1.475,1.425,1.255
2007-06-24,-211.34,1.455,1.405,1.235
2007-06-21,-211.32,1.435,1.375,1.225
2007-06-19,-211.31,1.415,1.355,1.215
2007-06-18,-211.3,1.405,1.355,1.215
2007-06-17,-211.29,1.405,1.345,1.215
2007-06-14,-211.26,1.365,1.315,1.215
2007-06-13,-211.25,1.355,1.305,1.21
2007-06-12,-211.24,1.355,1.305,1.21
2007-06-11,-211.24,1.345,1.295,1.195
2007-06-10,-211.23,1.345,1.295,1.195
2007-06-07,-211.2,1.305,1.275,1.19
2007-06-06,-211.19,1.305,1.265,1.185
2007-06-05,-211.19,1.295,1.265,1.185
2007-06-04,-211.18,1.295,1.265,1.175
2007-06-03,-211.18,1.295,1.255,1.175
2007-06-01,-211.17,1.275,1.235,1.183
2007-05-31,-211.16,1.265,1.235,1.18
2007-05-30,-211.15,1.265,1.235,1.18
2007-05-29,-211.15,1.265,1.225,1.175
2007-05-28,-211.15,1.255,1.225,1.175
2007-05-27,-211.14,1.255,1.215,1.175
2007-05-24,-211.12,1.235,1.215,1.175
2007-05-21,-211.11,1.215,1.215,1.175
2007-05-20,-211.1,1.215,1.21,1.185
2007-05-19,-211.1,1.215,1.21,1.185
2007-05-17,-211.1,1.215,1.195,1.19
2007-05-16,-211.1,1.215,1.195,1.195
2007-05-15,-211.1,1.215,1.195,1.205
2007-05-14,-211.1,1.21,1.19,1.205
2007-05-13,-211.095,1.21,1.185,1.215
2007-05-11,-211.08,1.195,1.175,1.215
2007-05-09,-211.08,1.195,1.178,1.225
2007-05-08,-211.08,1.19,1.183,1.235
2007-05-07,-211.075,1.185,1.18,1.235
2007-05-06,-211.07,1.185,1.175,1.245
2007-05-03,-211.06,1.178,1.175,1.26
2007-05-02,-211.063,1.183,1.175,1.295
2007-05-01,-211.06799999999998,1.18,1.175,1.295
2007-04-30,-211.065,1.175,1.175,1.31
2007-04-29,-211.06,1.175,1.175,1.31
2007-04-26,-211.06,1.175,1.185,1.335
2007-04-25,-211.06,1.175,1.19,1.345
2007-04-23,-211.06,1.175,1.195,1.375
2007-04-22,-211.06,1.175,1.205,1.375
2007-04-19,-211.07,1.19,1.215,1.405
2007-04-18,-211.075,1.19,1.215,1.415
2007-04-17,-211.075,1.195,1.225,1.415
2007-04-16,-211.08,1.205,1.225,1.455
2007-04-15,-211.09,1.205,1.235,1.495
2007-04-12,-211.1,1.215,1.245,1.535
2007-04-11,-211.1,1.225,1.26,1.545
2007-04-10,-211.11,1.225,1.26,1.545
2007-04-08,-211.12,1.235,1.295,1.555
2007-04-06,-211.13,1.245,1.31,1.575
2007-04-04,-211.145,1.26,1.315,1.595
2007-04-01,-211.18,1.295,1.345,1.635
2007-03-29,-211.195,1.315,1.375,1.65
2007-03-28,-211.2,1.325,1.385,1.65
2007-03-27,-211.21,1.335,1.395,1.665
2007-03-26,-211.22,1.345,1.405,1.715
2007-03-25,-211.23,1.345,1.415,1.735
2007-03-22,-211.26,1.385,1.495,1.75
2007-03-21,-211.27,1.395,1.515,1.755
2007-03-20,-211.28,1.405,1.525,1.765
2007-03-19,-211.29,1.415,1.535,1.775
2007-03-18,-211.3,1.415,1.545,1.795
2007-03-16,-211.34,1.495,1.555,1.825
2007-03-15,-211.38,1.515,1.555,1.865
2007-03-14,-211.4,1.525,1.565,1.895
2007-03-13,-211.41,1.535,1.575,1.91
2007-03-12,-211.42,1.545,1.595,1.925
2007-03-11,-211.43,1.545,1.595,1.94
2007-03-08,-211.44,1.565,1.635,1.985
2007-03-07,-211.45,1.575,1.65,2.015
2007-03-06,-211.46,1.595,1.665,2.065
2007-03-05,-211.48,1.595,1.715,2.095
2007-03-01,-211.52,1.65,1.75,2.125
2007-02-28,-211.535,1.665,1.755,2.145
2007-02-27,-211.55,1.715,1.765,2.145
2007-02-26,-211.6,1.735,1.775,2.155
2007-02-25,-211.62,1.735,1.795,2.155
2007-02-22,-211.635,1.755,1.865,2.16
2007-02-21,-211.64,1.765,1.895,2.175
2007-02-20,-211.65,1.775,1.91,2.175
2007-02-19,-211.66,1.795,1.925,2.205
2007-02-18,-211.68,1.805,1.94,2.205
2007-02-17,-211.69,1.825,1.94,2.205
2007-02-16,-211.71,1.865,1.965,2.205
2007-02-15,-211.75,1.895,1.985,2.205
2007-02-14,-211.78,1.91,2.015,2.205
2007-02-13,-211.795,1.925,2.065,2.205
2007-02-12,-211.81,1.94,2.095,2.21
2007-02-11,-211.825,1.94,2.115,2.21
2007-02-09,-211.85,1.985,2.125,2.215
2007-02-08,-211.87,2.015,2.125,2.22
2007-02-07,-211.9,2.065,2.135,2.245
2007-02-06,-211.95,2.095,2.145,2.245
2007-02-05,-211.98,2.115,2.145,2.295
2007-02-04,-212.0,2.115,2.145,2.295
2007-02-01,-212.01,2.135,2.155,2.293
2007-01-31,-212.02,2.145,2.155,2.295
2007-01-30,-212.03,2.145,2.155,2.295
2007-01-29,-212.03,2.145,2.16,2.295
2007-01-28,-212.03,2.145,2.175,2.295
2007-01-25,-212.04,2.155,2.205,2.315
2007-01-24,-212.04,2.155,2.205,2.31
2007-01-23,-212.04,2.16,2.205,2.31
2007-01-22,-212.045,2.175,2.205,2.305
2007-01-21,-212.06,2.175,2.205,2.305
2007-01-18,-212.09,2.205,2.21,2.295
2007-01-17,-212.09,2.205,2.215,2.295
2007-01-16,-212.09,2.205,2.215,2.295
2007-01-15,-212.09,2.205,2.22,2.285
2007-01-14,-212.09,2.205,2.245,2.285
2007-01-11,-212.095,2.215,2.295,2.28
2007-01-10,-212.1,2.215,2.295,2.28
2007-01-09,-212.1,2.22,2.29,2.28
2007-01-08,-212.105,2.245,2.293,2.265
2007-01-07,-212.13,2.245,2.295,2.265
2007-01-04,-212.18,2.295,2.295,2.255
2007-01-03,-212.18,2.29,2.295,2.235
2007-01-02,-212.175,2.293,2.315,2.235
2007-01-01,-212.178,2.295,2.315,2.235
2006-12-31,-212.18,2.295,2.31,2.225
2006-12-28,-212.18,2.295,2.305,2.225
2006-12-27,-212.18,2.315,2.305,2.225
2006-12-26,-212.2,2.315,2.3,2.22
2006-12-25,-212.2,2.31,2.295,2.22
2006-12-24,-212.195,2.31,2.295,2.205
2006-12-21,-212.19,2.305,2.285,2.195
2006-12-20,-212.19,2.3,2.28,2.185
2006-12-19,-212.185,2.295,2.28,2.185
2006-12-18,-212.18,2.295,2.28,2.185
2006-12-17,-212.18,2.295,2.28,2.175
2006-12-14,-212.17,2.28,2.265,2.175
2006-12-13,-212.165,2.28,2.26,2.18
2006-12-12,-212.165,2.28,2.255,2.175
2006-12-11,-212.165,2.28,2.255,2.175
2006-12-10,-212.165,2.28,2.235,2.17
2006-12-07,-212.15,2.26,2.225,2.165
2006-12-06,-212.145,2.255,2.225,2.16
2006-12-05,-212.14,2.255,2.225,2.155
2006-12-04,-212.14,2.235,2.225,2.155
2006-12-03,-212.12,2.235,2.22,2.15
2006-12-01,-212.12,2.225,2.205,2.145
2006-11-30,-212.11,2.225,2.205,2.145
2006-11-29,-212.11,2.225,2.205,2.145
2006-11-28,-212.11,2.225,2.195,2.145
2006-11-27,-212.11,2.22,2.185,2.18
2006-11-26,-212.105,2.22,2.185,2.18
2006-11-23,-212.09,2.205,2.175,2.17
2006-11-22,-212.09,2.195,2.175,2.165
2006-11-21,-212.08,2.185,2.175,2.165
2006-11-20,-212.07,2.185,2.18,2.145
2006-11-19,-212.07,2.185,2.175,2.145
2006-11-16,-212.06,2.175,2.17,2.135
2006-11-15,-212.06,2.175,2.165,2.135
2006-11-13,-212.065,2.175,2.16,2.115
2006-11-12,-212.06,2.175,2.155,2.115
2006-11-09,-212.055,2.165,2.15,2.105
2006-11-08,-212.05,2.165,2.145,2.105
2006-11-07,-212.05,2.16,2.145,2.065
2006-11-06,-212.045,2.155,2.145,2.065
2006-11-05,-212.04,2.155,2.145,2.065
2006-11-02,-212.035,2.145,2.18,2.045
2006-11-01,-212.03,2.145,2.175,2.025
2006-10-31,-212.03,2.145,2.175,2.025
2006-10-30,-212.03,2.145,2.17,2.025
2006-10-29,-212.03,2.145,2.165,2.005
2006-10-26,-212.065,2.175,2.145,1.985
2006-10-25,-212.06,2.175,2.145,1.975
2006-10-24,-212.06,2.17,2.135,1.975
2006-10-23,-212.055,2.165,2.135,1.975
2006-10-22,-212.05,2.165,2.135,1.925
2006-10-19,-212.03,2.145,2.115,1.91
2006-10-18,-212.03,2.135,2.105,1.9
2006-10-17,-212.02,2.135,2.105,1.895
2006-10-16,-212.02,2.135,2.105,1.895
2006-10-15,-212.02,2.135,2.105,1.855
2006-10-13,-212.0,2.115,2.065,1.845
2006-10-10,-211.99,2.105,2.045,1.815
2006-10-05,-211.95,2.055,2.005,1.76
2006-10-04,-211.94,2.045,1.995,1.75
2006-10-03,-211.93,2.045,1.985,1.745
2006-10-01,-211.91,2.025,1.975,1.715
2006-09-28,-211.89,1.995,1.925,1.665
2006-09-27,-211.88,1.985,1.915,1.655
2006-09-26,-211.87,1.975,1.91,1.655
2006-09-25,-211.86,1.975,1.9,1.62
2006-09-21,-211.81,1.915,1.855,1.6
2006-09-20,-211.8,1.91,1.845,1.595
2006-09-19,-211.795,1.9,1.835,1.595
2006-09-18,-211.785,1.895,1.825,1.565
2006-09-17,-211.78,1.895,1.815,1.565
2006-09-14,-211.74,1.845,1.775,1.535
2006-09-13,-211.73,1.835,1.765,1.525
2006-09-12,-211.72,1.825,1.76,1.525
2006-09-11,-211.71,1.815,1.75,1.485
2006-09-10,-211.7,1.815,1.745,1.485
2006-09-07,-211.66,1.765,1.695,1.455
2006-09-06,-211.65,1.76,1.685,1.45
2006-09-05,-211.645,1.75,1.675,1.45
2006-09-04,-211.635,1.745,1.665,1.415
2006-09-03,-211.63,1.745,1.655,1.415
2006-09-01,-211.6,1.695,1.62,1.4
2006-08-31,-211.58,1.685,1.62,1.39
2006-08-30,-211.57,1.675,1.615,1.385
2006-08-29,-211.56,1.665,1.61,1.385
2006-08-28,-211.55,1.655,1.6,1.355
2006-08-27,-211.54,1.655,1.595,1.345
2006-08-24,-211.505,1.615,1.565,1.315
2006-08-23,-211.5,1.61,1.555,1.305
2006-08-22,-211.495,1.6,1.545,1.305
2006-08-21,-211.485,1.595,1.535,1.285
2006-08-20,-211.48,1.595,1.525,1.285
2006-08-17,-211.45,1.555,1.485,1.255
2006-08-16,-211.44,1.545,1.475,1.245
2006-08-15,-211.43,1.535,1.465,1.245
2006-08-14,-211.42,1.525,1.455,1.205
2006-08-13,-211.41,1.525,1.45,1.205
2006-08-10,-211.37,1.475,1.415,1.175
2006-08-09,-211.36,1.465,1.405,1.165
2006-08-08,-211.35,1.455,1.4,1.165
2006-08-07,-211.34,1.45,1.39,1.135
2006-08-06,-211.335,1.45,1.385,1.135
2006-08-03,-211.3,1.405,1.345,1.11
2006-08-02,-211.29,1.4,1.345,1.105
2006-08-01,-211.285,1.39,1.325,1.095
2006-07-31,-211.275,1.385,1.315,1.095
2006-07-30,-211.27,1.385,1.305,1.095
2006-07-28,-211.24,1.345,1.285,1.065
2006-07-27,-211.23,1.345,1.285,1.06
2006-07-25,-211.21,1.315,1.265,1.045
2006-07-24,-211.2,1.305,1.255,1.045
2006-07-23,-211.19,1.305,1.245,1.02
2006-07-21,-211.17,1.285,1.205,1.015
2006-07-19,-211.15,1.265,1.195,0.995
2006-07-17,-211.14,1.245,1.175,0.99
2006-07-16,-211.13,1.245,1.165,0.965
2006-07-13,-211.09,1.195,1.135,0.955
2006-07-12,-211.08,1.185,1.12,0.945
2006-07-11,-211.07,1.175,1.115,0.94
2006-07-10,-211.06,1.165,1.11,0.94
2006-07-09,-211.05,1.165,1.105,0.905
2006-07-06,-211.02,1.12,1.075,0.89
2006-07-05,-211.005,1.115,1.065,0.885
2006-07-04,-211.0,1.11,1.06,0.885
2006-07-03,-210.995,1.105,1.055,0.885
2006-07-02,-210.99,1.095,1.045,0.865
2006-07-01,-210.98,1.095,1.045,0.865
2006-06-29,-210.96,1.065,1.02,0.855
2006-06-28,-210.95,1.06,1.015,0.855
2006-06-27,-210.945,1.055,1.005,0.855
2006-06-26,-210.94,1.045,0.995,0.84
2006-06-25,-210.93,1.045,0.99,0.84
2006-06-22,-210.905,1.015,0.965,0.825
2006-06-21,-210.9,1.005,0.96,0.82
2006-06-20,-210.89,0.995,0.955,0.82
2006-06-19,-210.88,0.99,0.945,0.81
2006-06-18,-210.875,0.99,0.94,0.81
2006-06-15,-210.85,0.96,0.905,0.805
2006-06-14,-210.845,0.955,0.895,0.805
2006-06-13,-210.84,0.945,0.89,0.805
2006-06-12,-210.83,0.94,0.885,0.805
2006-06-11,-210.825,0.94,0.885,0.805
2006-06-08,-210.79,0.895,0.865,0.795
2006-06-07,-210.78,0.89,0.855,0.79
2006-06-06,-210.775,0.885,0.855,0.79
2006-06-05,-210.77,0.885,0.855,0.79
2006-06-04,-210.77,0.885,0.855,0.79
2006-06-01,-210.75,0.855,0.84,0.795
2006-05-31,-210.74,0.855,0.835,0.805
2006-05-30,-210.74,0.855,0.825,0.805
2006-05-29,-210.74,0.855,0.825,0.805
2006-05-28,-210.74,0.855,0.82,0.815
2006-05-25,-210.725,0.835,0.81,0.86
2006-05-24,-210.72,0.825,0.81,0.865
2006-05-23,-210.71,0.825,0.81,0.865
2006-05-22,-210.71,0.82,0.805,0.865
2006-05-21,-210.705,0.82,0.805,0.875
2006-05-18,-210.695,0.81,0.805,0.875
2006-05-17,-210.695,0.81,0.8,0.88
2006-05-16,-210.695,0.805,0.795,0.88
2006-05-15,-210.69,0.805,0.795,0.895
2006-05-14,-210.69,0.805,0.79,0.895
2006-05-11,-210.69,0.8,0.79,0.915
2006-05-10,-210.685,0.795,0.79,0.92
2006-05-09,-210.68,0.795,0.79,0.925
2006-05-08,-210.68,0.79,0.795,0.925
2006-05-07,-210.675,0.79,0.805,0.945
2006-05-04,-210.675,0.79,0.815,0.96
2006-05-02,-210.675,0.795,0.86,0.965
2006-05-01,-210.68,0.805,0.865,0.975
2006-04-30,-210.69,0.805,0.865,0.98
2006-04-27,-210.7,0.825,0.875,1.0
2006-04-26,-210.71,0.86,0.875,1.005
2006-04-25,-210.745,0.865,0.875,1.005
2006-04-24,-210.75,0.865,0.88,1.005
2006-04-23,-210.75,0.865,0.88,1.005
2006-04-20,-210.76,0.875,0.895,1.015
2006-04-18,-210.76,0.88,0.915,1.02
2006-04-17,-210.765,0.88,0.92,1.03
2006-04-14,-210.78,0.895,0.945,1.035
2006-04-11,-210.8,0.92,0.96,1.055
2006-04-10,-210.805,0.925,0.96,1.065
2006-04-09,-210.81,0.925,0.965,1.065
2006-04-06,-210.83,0.95,0.98,1.08
2006-04-05,-210.835,0.96,0.985,1.085
2006-04-04,-210.845,0.96,0.985,1.085
2006-04-03,-210.845,0.965,1.0,1.095
2006-04-02,-210.85,0.975,1.005,1.095
2006-04-01,-210.86,0.975,1.005,1.105
2006-03-30,-210.865,0.985,1.005,1.115
2006-03-29,-210.87,0.985,1.01,1.115
2006-03-27,-210.885,1.005,1.015,1.125
2006-03-26,-210.89,1.005,1.02,1.135
2006-03-23,-210.89,1.01,1.03,1.155
2006-03-22,-210.895,1.015,1.035,1.165
2006-03-21,-210.9,1.015,1.035,1.175
2006-03-20,-210.9,1.02,1.045,1.175
2006-03-19,-210.905,1.02,1.055,1.205
2006-03-16,-210.915,1.035,1.065,1.255
2006-03-15,-210.92,1.035,1.07,1.265
2006-03-13,-210.93,1.055,1.08,1.305
2006-03-12,-210.94,1.055,1.085,1.315
2006-03-09,-210.95,1.07,1.095,1.435
2006-03-08,-210.955,1.075,1.105,1.445
2006-03-07,-210.96,1.08,1.115,1.455
2006-03-06,-210.965,1.085,1.125,1.465
2006-03-05,-210.97,1.085,1.135,1.475
2006-03-02,-210.98,1.105,1.155,1.51
2006-03-01,-210.99,1.115,1.165,1.515
2006-02-28,-211.0,1.125,1.175,1.56
2006-02-27,-211.01,1.135,1.175,1.585
2006-02-26,-211.02,1.135,1.205,1.615
2006-02-23,-211.04,1.165,1.255,1.65
2006-02-22,-211.05,1.175,1.265,1.655
2006-02-21,-211.06,1.175,1.29,1.655
2006-02-19,-211.09,1.205,1.315,1.675
2006-02-17,-211.11,1.255,1.355,1.695
2006-02-16,-211.14,1.265,1.435,1.705
2006-02-15,-211.15,1.29,1.445,1.715
2006-02-14,-211.175,1.305,1.455,1.715
2006-02-13,-211.19,1.315,1.465,1.735
2006-02-12,-211.2,1.335,1.475,1.735
2006-02-11,-211.22,1.355,1.475,1.745
2006-02-10,-211.24,1.435,1.495,1.755
2006-02-09,-211.32,1.445,1.51,1.77
2006-02-08,-211.33,1.455,1.515,1.775
2006-02-07,-211.34,1.465,1.525,1.775
2006-02-06,-211.35,1.475,1.535,1.775
2006-02-05,-211.36,1.475,1.545,1.785
2006-02-03,-211.38,1.51,1.585,1.785
2006-02-02,-211.395,1.515,1.615,1.775
2006-02-01,-211.4,1.525,1.635,1.765
2006-01-31,-211.41,1.535,1.64,1.765
2006-01-30,-211.42,1.545,1.65,1.755
2006-01-29,-211.43,1.56,1.655,1.755
2006-01-28,-211.445,1.585,1.655,1.755
2006-01-27,-211.47,1.615,1.675,1.755
2006-01-26,-211.5,1.635,1.675,1.755
2006-01-25,-211.52,1.64,1.69,1.765
2006-01-24,-211.525,1.65,1.695,1.765
2006-01-23,-211.535,1.655,1.705,1.84
2006-01-22,-211.54,1.655,1.715,1.84
2006-01-19,-211.56,1.69,1.735,1.845
2006-01-18,-211.575,1.695,1.745,1.845
2006-01-17,-211.58,1.705,1.755,1.845
2006-01-16,-211.59,1.715,1.77,1.86
2006-01-15,-211.6,1.715,1.775,1.86
2006-01-12,-211.62,1.745,1.785,1.855
2006-01-11,-211.63,1.755,1.785,1.855
2006-01-10,-211.64,1.77,1.785,1.855
2006-01-09,-211.655,1.775,1.775,1.845
2006-01-08,-211.66,1.775,1.765,1.845
2006-01-06,-211.66,1.785,1.755,1.84
2006-01-05,-211.67,1.785,1.755,1.84
2006-01-04,-211.67,1.785,1.755,1.84
2006-01-03,-211.67,1.775,1.755,1.84
2006-01-02,-211.66,1.765,1.755,1.825
2006-01-01,-211.65,1.765,1.765,1.825
2005-12-29,-211.64,1.755,1.84,1.825
2005-12-28,-211.64,1.755,1.84,1.825
2005-12-27,-211.64,1.755,1.845,1.835
2005-12-26,-211.64,1.765,1.845,1.835
2005-12-25,-211.65,1.765,1.845,1.825
2005-12-22,-211.725,1.84,1.86,1.815
2005-12-21,-211.725,1.845,1.86,1.815
2005-12-20,-211.73,1.845,1.855,1.815
2005-12-19,-211.73,1.845,1.855,1.815
2005-12-18,-211.73,1.845,1.855,1.8
2005-12-15,-211.745,1.86,1.845,1.795
2005-12-14,-211.745,1.855,1.84,1.785
2005-12-13,-211.74,1.855,1.84,1.775
2005-12-12,-211.74,1.855,1.84,1.775
2005-12-11,-211.74,1.855,1.84,1.765
2005-12-08,-211.73,1.84,1.825,1.765
2005-12-07,-211.725,1.84,1.825,1.765
2005-12-06,-211.725,1.84,1.825,1.77
2005-12-05,-211.725,1.84,1.825,1.77
2005-12-04,-211.725,1.84,1.835,1.755
2005-12-01,-211.71,1.825,1.825,1.75
2005-11-30,-211.71,1.825,1.82,1.75
2005-11-29,-211.71,1.825,1.815,1.75
2005-11-28,-211.71,1.835,1.815,1.725
2005-11-27,-211.72,1.835,1.815,1.725
2005-11-24,-211.71,1.82,1.8,1.725
2005-11-23,-211.705,1.815,1.795,1.725
2005-11-22,-211.7,1.815,1.795,1.725
2005-11-21,-211.7,1.815,1.785,1.725
2005-11-20,-211.7,1.815,1.775,1.64
2005-11-17,-211.685,1.795,1.765,1.64
2005-11-16,-211.68,1.795,1.765,1.64
2005-11-15,-211.68,1.785,1.765,1.64
2005-11-14,-211.67,1.775,1.765,1.64
2005-11-13,-211.66,1.775,1.77,1.585
2005-11-10,-211.65,1.765,1.755,1.58
2005-11-09,-211.65,1.765,1.755,1.575
2005-11-08,-211.65,1.765,1.75,1.575
2005-11-07,-211.65,1.77,1.75,1.555
2005-11-06,-211.655,1.77,1.75,1.555
2005-11-03,-211.64,1.755,1.725,1.51
2005-11-02,-211.64,1.75,1.725,1.51
2005-11-01,-211.635,1.75,1.725,1.505
2005-10-31,-211.635,1.75,1.725,1.505
2005-10-30,-211.635,1.75,1.725,1.505
2005-10-27,-211.61,1.725,1.64,1.465
2005-10-26,-211.61,1.725,1.64,1.46
2005-10-16,-211.525,1.64,1.575,1.355
2005-10-11,-211.47,1.58,1.555,1.32
2005-10-10,-211.465,1.575,1.51,1.32
2005-10-09,-211.46,1.575,1.51,1.285
2005-10-06,-211.44,1.555,1.485,1.265
2005-10-02,-211.395,1.505,1.455,1.2
2005-10-01,-211.39,1.505,1.455,1.2
2005-09-29,-211.37,1.475,1.415,1.175
2005-09-28,-211.36,1.465,1.41,1.16
2005-09-27,-211.35,1.46,1.405,1.16
2005-09-26,-211.345,1.455,1.395,1.115
2005-09-25,-211.34,1.455,1.385,1.115
2005-09-22,-211.3,1.41,1.355,1.075
2005-09-21,-211.295,1.405,1.345,1.06
2005-09-20,-211.29,1.395,1.335,1.06
2005-09-19,-211.28,1.385,1.325,1.02
2005-09-18,-211.27,1.385,1.32,1.02
2005-09-15,-211.24,1.345,1.285,0.98
2005-09-14,-211.23,1.335,1.275,0.965
2005-09-13,-211.22,1.325,1.265,0.965
2005-09-12,-211.21,1.32,1.25,0.93
2005-09-11,-211.205,1.32,1.24,0.93
2005-09-08,-211.17,1.275,1.2,0.875
2005-09-07,-211.16,1.265,1.19,0.855
2005-09-06,-211.15,1.25,1.18,0.855
2005-09-05,-211.135,1.24,1.175,0.82
2005-09-04,-211.125,1.24,1.16,0.82
2005-09-01,-211.085,1.19,1.115,0.775
2005-08-31,-211.075,1.18,1.1,0.765
2005-08-30,-211.065,1.175,1.09,0.765
2005-08-29,-211.06,1.16,1.075,0.725
2005-08-28,-211.045,1.16,1.06,0.725
2005-08-25,-211.0,1.1,1.02,0.695
2005-08-24,-210.985,1.09,1.005,0.675
2005-08-23,-210.975,1.075,0.995,0.675
2005-08-22,-210.96,1.06,0.98,0.635
2005-08-21,-210.945,1.06,0.965,0.635
2005-08-18,-210.905,1.005,0.93,0.61
2005-08-17,-210.89,0.995,0.915,0.595
2005-08-16,-210.88,0.98,0.895,0.595
2005-08-15,-210.865,0.965,0.875,0.555
2005-08-14,-210.85,0.965,0.855,0.555
2005-08-11,-210.815,0.915,0.82,0.515
2005-08-10,-210.8,0.895,0.805,0.505
2005-08-09,-210.78,0.875,0.79,0.505
2005-08-08,-210.76,0.855,0.775,0.465
2005-08-07,-210.74,0.855,0.765,0.465
2005-08-04,-210.705,0.805,0.725,0.425
2005-08-03,-210.69,0.79,0.715,0.415
2005-08-02,-210.675,0.775,0.705,0.415
2005-08-01,-210.66,0.765,0.695,0.385
2005-07-31,-210.65,0.765,0.675,0.375
2005-07-28,-210.61,0.715,0.635,0.345
2005-07-27,-210.6,0.705,0.63,0.335
2005-07-26,-210.59,0.695,0.62,0.315
2005-07-25,-210.58,0.675,0.61,0.315
2005-07-24,-210.56,0.675,0.595,0.285
2005-07-21,-210.52,0.63,0.555,0.27
2005-07-20,-210.515,0.62,0.54,0.26
2005-07-19,-210.505,0.61,0.525,0.255
2005-07-18,-210.495,0.595,0.515,0.255
2005-07-17,-210.48,0.595,0.505,0.215
2005-07-14,-210.44,0.54,0.465,0.185
2005-07-13,-210.425,0.525,0.455,0.185
2005-07-12,-210.41,0.515,0.435,0.185
2005-07-11,-210.4,0.505,0.425,0.125
2005-07-10,-210.39,0.505,0.415,0.125
2005-07-07,-210.35,0.455,0.375,0.115
2005-07-06,-210.34,0.435,0.355,0.115
2005-07-05,-210.32,0.425,0.345,0.105
2005-07-04,-210.31,0.415,0.335,0.105
2005-07-03,-210.3,0.415,0.315,0.075
2005-07-01,-210.27,0.375,0.285,0.065
2005-06-30,-210.26,0.355,0.285,0.045
2005-06-29,-210.24,0.345,0.275,0.035
2005-06-28,-210.23,0.335,0.27,0.035
2005-06-27,-210.22,0.315,0.26,0.005
2005-06-26,-210.2,0.315,0.255,0.005
2005-06-23,-210.17,0.275,0.215,-0.025
2005-06-22,-210.16,0.27,0.205,-0.035
2005-06-21,-210.155,0.26,0.185,-0.035
2005-06-20,-210.145,0.255,0.185,-0.065
2005-06-19,-210.14,0.255,0.185,-0.065
2005-06-16,-210.1,0.205,0.125,-0.075
2005-06-15,-210.09,0.185,0.125,-0.085
2005-06-14,-210.07,0.185,0.115,-0.085
2005-06-09,-210.01,0.125,0.075,-0.115
2005-06-08,-210.01,0.115,0.065,-0.125
2005-06-07,-210.0,0.115,0.055,-0.125
2005-06-06,-210.0,0.105,0.045,-0.14
2005-06-05,-209.99,0.105,0.035,-0.14
2005-06-02,-209.96,0.065,0.005,-0.155
2005-06-01,-209.95,0.055,-0.015,-0.155
2005-05-31,-209.94,0.045,-0.015,-0.155
2005-05-30,-209.93,0.035,-0.025,-0.155
2005-05-29,-209.92,0.035,-0.035,-0.155
2005-05-26,-209.89,-0.015,-0.065,-0.185
2005-05-25,-209.87,-0.015,-0.065,-0.185
2005-05-24,-209.87,-0.025,-0.075,-0.185
2005-05-23,-209.86,-0.035,-0.075,-0.185
2005-05-22,-209.85,-0.035,-0.085,-0.185
2005-05-19,-209.82,-0.065,-0.105,-0.195
2005-05-18,-209.82,-0.075,-0.115,-0.195
2005-05-17,-209.81,-0.075,-0.115,-0.205
2005-05-16,-209.81,-0.085,-0.115,-0.205
2005-05-15,-209.8,-0.085,-0.125,-0.215
2005-05-13,-209.78,-0.105,-0.14,-0.215
2005-05-11,-209.77,-0.115,-0.135,-0.225
2005-05-10,-209.77,-0.115,-0.145,-0.225
2005-05-09,-209.77,-0.125,-0.155,-0.225
2005-05-08,-209.76,-0.125,-0.155,-0.235
2005-05-05,-209.745,-0.135,-0.155,-0.245
2005-05-04,-209.75,-0.145,-0.185,-0.235
2005-05-03,-209.74,-0.155,-0.185,-0.235
2005-05-02,-209.73,-0.155,-0.185,-0.235
2005-05-01,-209.73,-0.155,-0.185,-0.245
2005-04-25,-209.7,-0.185,-0.195,-0.255
2005-04-21,-209.7,-0.19,-0.215,-0.245
2005-04-20,-209.695,-0.195,-0.215,-0.235
2005-04-19,-209.69,-0.195,-0.225,-0.235
2005-04-18,-209.69,-0.205,-0.225,-0.23
2005-04-17,-209.68,-0.205,-0.225,-0.23
2005-04-15,-209.67,-0.215,-0.235,-0.225
2005-04-14,-209.67,-0.215,-0.235,-0.215
2005-04-13,-209.67,-0.225,-0.245,-0.205
2005-04-12,-209.66,-0.225,-0.245,-0.205
2005-04-11,-209.66,-0.225,-0.235,-0.185
2005-04-10,-209.66,-0.225,-0.235,-0.185
2005-04-07,-209.65,-0.245,-0.245,-0.155
2005-04-06,-209.64,-0.245,-0.245,-0.155
2005-04-05,-209.64,-0.235,-0.245,-0.155
2005-04-04,-209.65,-0.235,-0.245,-0.135
